Class,accident_type,evidence,uplift,s2_2_importance,CRI_Score,matched_details
A,Obstruction,"{'Passengers Transported': 'Yes', 'Remote Control Locomotive': 'Not a remotely controlled operation'}",0.1426524319445759,0.0018524845,0.1999002588051182,Passengers Transported=Yes(Score:0.0000); Remote Control Locomotive=Not a remotely controlled operation(Score:0.0037)
A,Side collision,"{'Conductors On Duty': '0.0', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.0018513690999999999,0.19962556523541375,Conductors On Duty(Score:0.0026); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Visibility': 'Dark', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.0018254736,0.19878346193710567,Visibility=Dark(Score:0.0026); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Equipment Type': 'Cut of cars', 'Head End Locomotives': '0'}",0.1424161113285192,0.0017571378499999998,0.19656123180185597,Equipment Type=Cut of cars(Score:0.0011); Head End Locomotives(Score:0.0024)
A,Side collision,"{'Engineers On Duty': '0.0', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.0017258328500000001,0.19554321539925573,Engineers On Duty(Score:0.0024); Equipment Type=Cut of cars(Score:0.0011)
A,Explosion-detonation,"{'Equipment Type': 'Passenger Train - Pulling', 'First Car Position': '1.0'}",0.0045701023317075,0.0059142134700000005,0.19267489630752008,Equipment Type=Passenger Train - Pulling(Score:0.0003); First Car Position(Score:0.0115)
A,Head on collision,"{'Equipment Type': 'Light loco(s)', 'Visibility': 'Day'}",0.0360627667120196,0.00492098355,0.19214840390971683,Equipment Type=Light loco(s)(Score:0.0029); Visibility=Day(Score:0.0070)
A,Explosion-detonation,"{'Equipment Type': 'Passenger Train - Pulling', 'Track Type': 'Main'}",0.0045701023317075,0.00580942147,0.18926713477226093,Equipment Type=Passenger Train - Pulling(Score:0.0003); Track Type=Main(Score:0.0113)
A,Rear end collision,"{'Track Class': '1', 'Equipment Type': 'Single Car'}",0.0665508637288388,0.00388044685,0.18907003040605036,Track Class=1(Score:0.0048); Equipment Type=Single Car(Score:0.0030)
A,Rear end collision,"{'Passengers Transported': 'No', 'Equipment Type': 'Single Car'}",0.0665508637288388,0.0038176098499999997,0.18702661572180845,Passengers Transported=No(Score:0.0046); Equipment Type=Single Car(Score:0.0030)
A,Side collision,"{'Equipment Type': 'Cut of cars', 'Loaded Passenger Cars': '0'}",0.1424161113285192,0.0014182533,0.18554094652832745,Equipment Type=Cut of cars(Score:0.0011); Loaded Passenger Cars(Score:0.0018)
A,Rear end collision,"{'Equipment Type': 'Single Car', 'Class': '1L'}",0.0665508637288388,0.003746834,0.18472503526475764,Equipment Type=Single Car(Score:0.0030); Class=1L(Score:0.0045)
A,Obstruction,"{'Conductors On Duty': '1.0', 'Passengers Transported': 'Yes'}",0.1444090254354968,0.00131001275,0.1840316720958847,Conductors On Duty(Score:0.0026); Passengers Transported=Yes(Score:0.0000)
A,Obstruction,"{'Passengers Transported': 'Yes', 'Visibility': 'Dark'}",0.1442134535323131,0.00128411725,0.18299225822188495,Passengers Transported=Yes(Score:0.0000); Visibility=Dark(Score:0.0026)
A,Side collision,"{'Positive Drug Tests': 'nan', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.00124890645,0.1800339070449003,Positive Drug Tests(Score:0.0014); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Positive Drug Tests': '0.0', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.00124890645,0.1800339070449003,Positive Drug Tests(Score:0.0014); Equipment Type=Cut of cars(Score:0.0011)
A,Obstruction,"{'Passengers Transported': 'Yes', 'Engineers On Duty': '1.0'}",0.1442826493405569,0.0011844765,0.17982182265656108,Passengers Transported=Yes(Score:0.0000); Engineers On Duty(Score:0.0024)
A,Side collision,"{'Recorded Estimated Speed': 'Estimated', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.00121960975,0.17908119913427709,Recorded Estimated Speed=Estimated(Score:0.0014); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Weather Condition': 'Clear', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.0011179926000000001,0.17577668146983078,Weather Condition=Clear(Score:0.0012); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Positive Alcohol Tests': 'nan', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.0010838701,0.17466704196503194,Positive Alcohol Tests(Score:0.0011); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Positive Alcohol Tests': '0.0', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.0010838701,0.17466704196503194,Positive Alcohol Tests(Score:0.0011); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,{'Equipment Type': 'Cut of cars'},0.1424161113285192,0.0010827127,0.1746294041377082,Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Equipment Type': 'Cut of cars', 'Cabooses': '0'}",0.1424161113285192,0.0009744155499999999,0.17110765760984165,Equipment Type=Cut of cars(Score:0.0011); Cabooses(Score:0.0009)
A,Side collision,"{'Equipment Type': 'Cut of cars', 'First Car Loaded': 'No'}",0.1424161113285192,0.0009694102799999999,0.1709448897785226,Equipment Type=Cut of cars(Score:0.0011); First Car Loaded=No(Score:0.0009)
A,Raking collision,"{'Visibility': 'Day', 'Equipment Type': 'Cut of cars'}",0.0433754936982412,0.0040321331,0.17062135609266477,Visibility=Day(Score:0.0070); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Firemen On Duty': '0.0', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.0009173380250000001,0.16925153696873554,Firemen On Duty(Score:0.0008); Equipment Type=Cut of cars(Score:0.0011)
A,Obstruction,"{'Method of Operation': 'Signal Indication', 'Passengers Transported': 'Yes'}",0.1476835222321908,0.000722039,0.1682147903740344,Method of Operation=Signal Indication(Score:0.0014); Passengers Transported=Yes(Score:0.0000)
A,Side collision,"{'Rear End Remote Locomotives': '0', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.00076917214,0.16443328744834632,Rear End Remote Locomotives(Score:0.0005); Equipment Type=Cut of cars(Score:0.0011)
A,Obstruction,"{'Passengers Transported': 'Yes', 'Positive Drug Tests': 'nan'}",0.1441868909544159,0.0007075501,0.16421590460526445,Passengers Transported=Yes(Score:0.0000); Positive Drug Tests(Score:0.0014)
A,Obstruction,"{'Passengers Transported': 'Yes', 'Train Direction': 'East'}",0.1489483999142268,0.0005172197,0.16283033466128016,Passengers Transported=Yes(Score:0.0000); Train Direction=East(Score:0.0010)
A,Rear end collision,{'Equipment Type': 'Single Car'},0.0665508637288388,0.0029990387,0.1604072623470963,Equipment Type=Single Car(Score:0.0030)
A,Obstruction,"{'Recorded Estimated Speed': 'Estimated', 'Passengers Transported': 'Yes'}",0.1409918162730071,0.0006782534,0.16003971717378992,Recorded Estimated Speed=Estimated(Score:0.0014); Passengers Transported=Yes(Score:0.0000)
A,Obstruction,"{'Passengers Transported': 'Yes', 'Weather Condition': 'Clear'}",0.1442561128412305,0.00057663625,0.16002851631313547,Passengers Transported=Yes(Score:0.0000); Weather Condition=Clear(Score:0.0012)
A,Obstruction,"{'Empty Freight Cars': '0', 'Passengers Transported': 'Yes'}",0.1445107254341519,0.0005558375,0.15960903185960076,Empty Freight Cars(Score:0.0011); Passengers Transported=Yes(Score:0.0000)
A,Obstruction,"{'Passengers Transported': 'Yes', 'Brakemen On Duty': '1.0'}",0.1438649199583163,0.0005695023,0.15940185465336684,Passengers Transported=Yes(Score:0.0000); Brakemen On Duty(Score:0.0011)
A,Obstruction,"{'Passengers Transported': 'Yes', 'Positive Alcohol Tests': 'nan'}",0.1441865500386703,0.00054251375,0.15884869557884282,Passengers Transported=Yes(Score:0.0000); Positive Alcohol Tests(Score:0.0011)
A,Side collision,"{'Train Direction': 'UNKNOWN', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.00054135635,0.15702487949462204,Train Direction=UNKNOWN(N/A); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Signalization': 'nan', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.00054135635,0.15702487949462204,Signalization=nan(N/A); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Equipment Type': 'Cut of cars', 'Adjunct Name 1': 'nan'}",0.1424161113285192,0.00054135635,0.15702487949462204,Equipment Type=Cut of cars(Score:0.0011); Adjunct Name 1=nan(N/A)
A,Side collision,"{'Remote Control Locomotive': 'nan', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.00054135635,0.15702487949462204,Remote Control Locomotive=nan(N/A); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Equipment Type': 'Cut of cars', 'First Car Loaded': 'Yes'}",0.1424161113285192,0.00054135635,0.15702487949462204,Equipment Type=Cut of cars(Score:0.0011); First Car Loaded=Yes(Score:0.0000)
A,Side collision,"{'Hazmat Cars Damaged': '0', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.00054135635,0.15702487949462204,Hazmat Cars Damaged=0(N/A); Equipment Type=Cut of cars(Score:0.0011)
A,Side collision,"{'Method of Operation': 'nan', 'Equipment Type': 'Cut of cars'}",0.1424161113285192,0.00054135635,0.15702487949462204,Method of Operation=nan(N/A); Equipment Type=Cut of cars(Score:0.0011)
A,Head on collision,"{'Track Class': '1', 'Equipment Type': 'Light loco(s)'}",0.0360627667120196,0.0038111342999999995,0.15605689325922628,Track Class=1(Score:0.0048); Equipment Type=Light loco(s)(Score:0.0029)
A,Obstruction,"{'Passengers Transported': 'Yes', 'Cabooses': '0'}",0.1439828033228077,0.0004330592,0.15508375315959683,Passengers Transported=Yes(Score:0.0000); Cabooses(Score:0.0009)
A,Other (describe in narrative),"{'Track Class': '1', 'Equipment Type': 'Single Car'}",0.0325664124746291,0.00388044685,0.15478345072678792,Track Class=1(Score:0.0048); Equipment Type=Single Car(Score:0.0030)
A,Fire/violent rupture,"{'Track Class': '1', 'Equipment Type': 'Single Car'}",0.032299367211858,0.00388044685,0.15451403137934924,Track Class=1(Score:0.0048); Equipment Type=Single Car(Score:0.0030)
A,Rear end collision,"{'Conductors On Duty': '0.0', 'Equipment Type': 'Single Car'}",0.0665508637288388,0.0028095321,0.15424464208831945,Conductors On Duty(Score:0.0026); Equipment Type=Single Car(Score:0.0030)
A,Head on collision,"{'Equipment Type': 'Light loco(s)', 'Passengers Transported': 'No'}",0.0360627667120196,0.0037482973,0.15401347857498437,Equipment Type=Light loco(s)(Score:0.0029); Passengers Transported=No(Score:0.0046)
A,Obstruction,"{'Passengers Transported': 'Yes', 'Firemen On Duty': '0.0'}",0.1444579695410619,0.000375981675,0.1537070230574522,Passengers Transported=Yes(Score:0.0000); Firemen On Duty(Score:0.0008)
A,Other (describe in narrative),"{'Passengers Transported': 'No', 'Equipment Type': 'Single Car'}",0.0325664124746291,0.0038176098499999997,0.15274003604254602,Passengers Transported=No(Score:0.0046); Equipment Type=Single Car(Score:0.0030)
A,Fire/violent rupture,"{'Passengers Transported': 'No', 'Equipment Type': 'Single Car'}",0.032299367211858,0.0038176098499999997,0.1524706166951073,Passengers Transported=No(Score:0.0046); Equipment Type=Single Car(Score:0.0030)
A,Obstruction,"{'Passengers Transported': 'Yes', 'First Car Loaded': 'Yes'}",0.1545022607137236,0.0,0.15161395247097512,Passengers Transported=Yes(Score:0.0000); First Car Loaded=Yes(Score:0.0000)
A,Rear end collision,"{'Equipment Type': 'Single Car', 'Head End Locomotives': '0'}",0.0665508637288388,0.00271530085,0.15118030865476167,Equipment Type=Single Car(Score:0.0030); Head End Locomotives(Score:0.0024)
A,Other (describe in narrative),"{'Equipment Type': 'Single Car', 'Class': '1L'}",0.0325664124746291,0.003746834,0.1504384555854952,Equipment Type=Single Car(Score:0.0030); Class=1L(Score:0.0045)
A,Fire/violent rupture,"{'Equipment Type': 'Single Car', 'Class': '1L'}",0.032299367211858,0.003746834,0.1501690362380565,Equipment Type=Single Car(Score:0.0030); Class=1L(Score:0.0045)
A,Rear end collision,"{'Equipment Type': 'Single Car', 'Engineers On Duty': '0.0'}",0.0665508637288388,0.00268399585,0.1501622922521614,Equipment Type=Single Car(Score:0.0030); Engineers On Duty(Score:0.0024)
A,Obstruction,"{'Passengers Transported': 'Yes', 'Rear End Remote Locomotives': '0'}",0.1442978312161846,0.00022781579,0.148727211551126,Passengers Transported=Yes(Score:0.0000); Rear End Remote Locomotives(Score:0.0005)
A,Rear end collision,"{'Hours Conductors On Duty': 'nan', 'Equipment Type': 'Single Car'}",0.0665508637288388,0.00255559585,0.1459868152965992,Hours Conductors On Duty(Score:0.0021); Equipment Type=Single Car(Score:0.0030)
